StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.2_1,Q2.4_First Click,Q2.4_Last Click,Q2.4_Page Submit,Q2.4_Click Count,Q2.3_1,Q2.6_First Click,Q2.6_Last Click,Q2.6_Page Submit,Q2.6_Click Count,Q2.5_1,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.7_1,Q3.2_First Click,Q3.2_Last Click,Q3.2_Page Submit,Q3.2_Click Count,Q3.1_1,Q3.4_First Click,Q3.4_Last Click,Q3.4_Page Submit,Q3.4_Click Count,Q3.3_1,Q3.6_First Click,Q3.6_Last Click,Q3.6_Page Submit,Q3.6_Click Count,Q3.5_1,Q3.8_First Click,Q3.8_Last Click,Q3.8_Page Submit,Q3.8_Click Count,Q3.7_1,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q4.8,Q4.9,Q4.10,Q4.11,Q4.12,Q4.13,Q4.14,Q4.15,Q4.16,mTurkCode,Q6 - Topics
2018-04-09 03:58:12,2018-04-09 04:08:51,IP Address,73.164.115.221,100,638,True,2018-04-09 04:08:51,R_8AnKNZOe6dDPsdj,,,,,44.999404907227,-93.296997070312,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,186.904,215.9,217.795,4,85,93.566,198.35,199.5,6,20,1.524,47.656,48.374,19,50,2.262,94.69,95.658,11,33,Female,25 - 34,4 year degree,Employed full time,Never married,55412,Urban,No,Middle/Independent,Black or African American,"$30,000 - $39,999",No,Daily,Daily,Daily,Parents,7823302,
2018-04-09 04:05:16,2018-04-09 04:09:39,IP Address,96.38.133.165,100,263,True,2018-04-09 04:09:39,R_11dNlnWdAKr4vej,,,,,39.385498046875,-119.67530059814,anonymous,EN,Yes,27.204,48.63,51.525,5,61,33.393,33.393,42.466,1,40,12.883,15.878,41.517,2,11,11.466,17.013,42.159,3,71,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,Some college,Unemployed looking for work,Married,89501,Suburban,Yes,Middle/Independent,White,"$20,000 - $29,999",No,Daily,Daily,I am currently not working,Self/Spouse,8719405,
2018-04-09 04:04:22,2018-04-09 04:10:21,IP Address,67.249.176.44,100,359,True,2018-04-09 04:10:22,R_1K8ckE7JMjDFctV,,,,,43.076202392578,-75.006103515625,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,57.362,59.771,60.382,2,100,53.274,53.274,58.128,1,70,58.926,58.926,59.641,1,80,47.496,59.961,60.948,2,35,Male,25 - 34,Some college,Employed full time,Married,13365,Urban,Yes,Left/Democrat,White,"$30,000 - $39,999",No,Daily,Daily,Daily,Self/Spouse,2852563,
2018-04-09 04:05:14,2018-04-09 04:10:41,IP Address,71.53.128.194,100,327,True,2018-04-09 04:10:42,R_3egkz3KIkZUSBqz,,,,,41.066696166992,-74.812797546387,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,46.748,49.143,49.722,3,88,95.178,95.178,96.41,1,79,40.491,40.491,43.092,1,55,53.645,55.522,57.235,2,59,Female,25 - 34,4 year degree,Unemployed not looking for work,Married,08826,Rural,Yes,Right/Republican,White,"Less than $10,000",Yes,Daily,Daily,I am currently not working,Self/Spouse,4277436,
2018-04-09 04:08:36,2018-04-09 04:12:02,IP Address,184.170.76.155,100,205,True,2018-04-09 04:12:03,R_1ing2gBc7z8uWSd,,,,,37.08659362793,-80.543899536133,anonymous,EN,Yes,13.015,41.661,41.948,2,41,7.059,8.893,41.512,2,19,3.42,3.42,41.379,1,10,10.502,38.38,41.285,2,92,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Some college,Employed full time,Never married,24073,Rural,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Daily,Daily,Daily,Self/Spouse,9915137,
2018-04-09 04:07:59,2018-04-09 04:12:13,IP Address,68.131.32.194,100,253,True,2018-04-09 04:12:13,R_1CHNOkNi5ILdbHj,,,,,37.117004394531,-76.513496398926,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,31.918,38.072,43.382,2,63,44.432,44.432,45.714,1,37,6.99,42.424,43.002,6,72,37.766,37.766,43.662,1,87,Female,45 - 54,High school graduate,Unemployed looking for work,Married,23602,Suburban,Yes,Middle/Independent,White,"$10,000 - $19,999",Yes,Daily,Daily,I am currently not working,Self/Spouse,8856885,
2018-04-09 04:07:34,2018-04-09 04:13:07,IP Address,71.241.141.173,100,332,True,2018-04-09 04:13:08,R_1hzDoX3wTBRYdSN,,,,,42.940307617188,-71.443496704102,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,4.696,24.449,45.491,5,65,3.477,8.534,46.765,3,51,2.824,33.201,89.457,5,46,1.908,20.68,60.308,3,69,Female,55 - 64,Some college,Employed full time,Divorced,03051,Rural,No,Left/Democrat,White,"$30,000 - $39,999",Yes,Never,Daily,Daily,Self/Spouse,8247691,
2018-04-09 04:08:37,2018-04-09 04:13:18,IP Address,107.219.0.154,100,280,True,2018-04-09 04:13:18,R_dlZLikkn5yij3q1,,,,,41.649993896484,-83.674102783203,anonymous,EN,Yes,2.228,43.57,44.329,6,75,8.533,40.596,44.21,7,35,9.809,37.139,41.268,5,30,8.425,37.632,41.501,5,80,,,,,,,,,,,,,,,,,,,,,Female,18 - 24,Some college,"Unemployed looking for work,Student",Never married,43607,Suburban,Yes,Left/Democrat,Other,"Less than $10,000",No,Daily,Daily,Weekly,Self/Spouse,5649627,
2018-04-09 04:09:53,2018-04-09 04:13:31,IP Address,24.46.117.154,100,218,True,2018-04-09 04:13:32,R_1mOybxEs2BxJLT8,,,,,40.610000610352,-73.910797119141,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.544,1.529,42.56,4,74,16.606,16.606,41.543,1,79,16.352,42.63,43.101,2,81,0.58,0.58,41.009,1,85,Male,25 - 34,Professional degree,Employed full time,Married,11218,Urban,Yes,Right/Republican,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Parents,3743131,
2018-04-09 04:09:33,2018-04-09 04:13:37,IP Address,65.32.93.133,100,243,True,2018-04-09 04:13:37,R_1hRswb12IYw1WXt,,,,,27.915802001953,-82.228996276855,anonymous,EN,Yes,23.748,41.389,42.163,6,47,9.654,11.471,41.119,2,39,7.54,7.54,41.31,1,39,11.712,11.712,47.899,1,80,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,4 year degree,Employed full time,Married,33594,Suburban,Yes,Left/Democrat,White,"$100,000 - $149,999",Yes,Daily,Daily,Daily,Self/Spouse,6854618,
2018-04-09 04:08:30,2018-04-09 04:13:52,IP Address,76.119.54.79,100,321,True,2018-04-09 04:13:52,R_yPdtZF4ak0behbP,,,,,42.732406616211,-71.18620300293,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.742,37.584,40.89,15,87,0.615,77.56,78.207,7,51,2.863,45.428,46.677,6,62,3.335,51.132,52.021,15,86,Female,25 - 34,4 year degree,Employed part time,Married,01844,Suburban,Yes,Right/Republican,Asian,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,8340430,
2018-04-09 04:09:49,2018-04-09 04:13:58,IP Address,76.102.115.62,100,248,True,2018-04-09 04:13:59,R_1Q40Iv843Z7AoO5,,,,,37.721694946289,-122.44439697266,anonymous,EN,Yes,35.096,35.096,48.4,1,80,38.918,38.918,41.496,1,60,41.053,41.053,41.844,1,40,46.158,56.257,57,2,80,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,4 year degree,Employed full time,Never married,94112,Urban,Yes,Left/Democrat,Asian,"$60,000 - $69,999",No,Daily,Daily,Daily,Self/Spouse,8747011,
2018-04-09 04:06:22,2018-04-09 04:14:00,IP Address,80.90.86.35,100,458,True,2018-04-09 04:14:01,R_1q3CCIzxZLyZlR1,,,,,41.327499389648,19.818893432617,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,8.53,48.602,49.61,5,82,17.548,64.298,64.309,2,76,65.437,65.437,66.34,1,21,39.584,39.584,40.734,1,82,Female,25 - 34,Professional degree,Employed full time,Married,53014,Rural,Yes,Left/Democrat,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,9793110,
2018-04-09 04:06:42,2018-04-09 04:14:06,IP Address,71.126.175.41,100,443,True,2018-04-09 04:14:07,R_1BWtG8FVjVBZ5yW,,,,,38.886505126953,-77.096900939941,anonymous,EN,Yes,19.948,19.948,45.646,1,70,21.21,26.482,58.886,5,28,9.13,10.556,63.32,3,67,5.512,156.654,156.91,5,75,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,22209,Urban,Yes,Right/Republican,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,3888678,
2018-04-09 04:07:28,2018-04-09 04:14:10,IP Address,68.38.252.200,100,401,True,2018-04-09 04:14:11,R_3R3MhOXrDhxlVzQ,,,,,40.236892700195,-85.467903137207,anonymous,EN,Yes,75.276,78.856,80.868,2,60,75.167,76.099,77.908,2,25,72.907,76.023,77.079,3,25,51.155,57.722,58.861,4,80,,,,,,,,,,,,,,,,,,,,,Male,55 - 64,Some college,Retired,Divorced,47303,Urban,Yes,Right/Republican,White,"$10,000 - $19,999",Yes,Never,Daily,Never,Self/Spouse,2425644,
2018-04-09 04:07:27,2018-04-09 04:14:12,IP Address,24.169.13.161,100,405,True,2018-04-09 04:14:12,R_29sIRY1Y2zY5AA1,,,,,42.676605224609,-73.793403625488,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,6.498,28.188,84.284,5,82,10.288,40.97,41.94,4,61,9.236,16.188,41.222,2,75,7.818,7.818,164.288,1,80,Male,55 - 64,Professional degree,Employed part time,Married,12206,Suburban,Yes,Right/Republican,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,1584941,
2018-04-09 04:10:50,2018-04-09 04:15:15,IP Address,24.46.117.154,100,264,True,2018-04-09 04:15:16,R_240ohwmz7y1gsr3,,,,,40.610000610352,-73.910797119141,anonymous,EN,Yes,0.395,0.75,41.553,2,75,1.375,2.456,44.609,4,68,1.297,1.297,53.427,1,79,3.115,4.022,46.945,4,73,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,Professional degree,Employed full time,Married,11245,Urban,No,Left/Democrat,Black or African American,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,1098981,
2018-04-09 04:11:07,2018-04-09 04:15:31,IP Address,162.197.68.147,100,263,True,2018-04-09 04:15:31,R_3m8BzK6IdQ9SJWB,,,,,42.212707519531,-84.395698547363,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,20.888,21.863,41.367,2,75,27.975,30.439,42.748,3,65,16.477,18.582,44.522,4,50,25.189,26.797,55.985,3,90,Male,55 - 64,Professional degree,Employed full time,Divorced,49224,Suburban,Yes,Left/Democrat,White,"$80,000 - $89,999",No,Daily,Daily,Daily,Self/Spouse,7449781,
2018-04-09 04:10:31,2018-04-09 04:15:33,IP Address,174.126.125.218,100,302,True,2018-04-09 04:15:34,R_2rDckpxxfl6mXRV,,,,,30.467193603516,-89.276298522949,anonymous,EN,Yes,20.413,44.965,45.634,6,70,48.153,49.98,50.755,3,60,21.911,23.025,43.756,2,60,18.682,28.911,41.681,5,95,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,Professional degree,Employed full time,Married,70118,Urban,Yes,Right/Republican,White,"$90,000 - $99,999",Yes,Daily,Daily,Daily,Self/Spouse,5164711,
2018-04-09 04:11:16,2018-04-09 04:16:23,IP Address,172.222.101.35,100,307,True,2018-04-09 04:16:23,R_1DvFwDdZ5NpJRN3,,,,,44.780502319336,-85.728897094727,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,4.562,17.051,49.197,3,50,15.934,15.934,45.212,1,40,5.6,5.6,69.947,1,75,10.646,10.646,56.69,1,80,Female,18 - 24,2 year degree,Employed full time,Never married,49686,Rural,Yes,Middle/Independent,White,"$20,000 - $29,999",No,Daily,Daily,Daily,Self/Spouse,9792480,
2018-04-09 04:06:09,2018-04-09 04:16:47,IP Address,69.171.251.21,100,638,True,2018-04-09 04:16:48,R_1CIsRlW3i5mL0y1,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,0.511,58.982,60.456,10,41,0.46,7.056,392.491,6,79,4.644,5.94,57.71,5,65,0.451,1.767,66.412,4,56,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,78723,Urban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Daily,Daily,Daily,Self/Spouse,786407,
2018-04-09 04:12:25,2018-04-09 04:16:55,IP Address,70.189.73.209,100,269,True,2018-04-09 04:16:55,R_1K0ZsGF0DQoXFBk,,,,,36.146697998047,-95.955497741699,anonymous,EN,Yes,11.008,39.234,41.586,6,81,31.147,41.353,43.707,3,25,9.381,22.155,43.937,3,12,15.503,15.503,52.899,1,10,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,4 year degree,Employed full time,Divorced,74120,Urban,Yes,Left/Democrat,White,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,4670249,
2018-04-09 04:10:58,2018-04-09 04:16:56,IP Address,24.46.117.154,100,358,True,2018-04-09 04:16:57,R_1PYJe4Fl43ePzxw,,,,,40.610000610352,-73.910797119141,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.557,53.706,53.939,4,73,0.417,64.774,78.639,3,73,45.856,50.657,91.382,2,74,0.721,1.667,47.959,3,84,Male,25 - 34,Professional degree,Employed full time,Married,11212,Urban,No,Right/Republican,White,"$50,000 - $59,999",No,Daily,Daily,Daily,,8559808,
2018-04-09 04:05:13,2018-04-09 04:17:02,IP Address,196.202.168.226,100,708,True,2018-04-09 04:17:03,R_3NKtJ6UOlDy6YMF,,,,,-1.2832946777344,36.816696166992,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,16.558,63.248,64.43,22,10,3.251,28.125,110.945,32,5,2.95,11.202,227.545,14,13,173.798,185.409,186.806,11,44,Female,18 - 24,4 year degree,Employed full time,Married,96001,Urban,Yes,Left/Democrat,Black or African American,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,2737941,
2018-04-09 04:12:30,2018-04-09 04:17:04,IP Address,66.8.231.140,100,273,True,2018-04-09 04:17:04,R_PHvONbF8cKbbmqB,,,,,19.710800170898,-155.87399291992,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,29.36,47.057,49.446,6,40,16.087,40.449,42.181,7,30,25.017,42.095,43.158,4,75,20.766,31.277,43.874,3,75,Male,25 - 34,4 year degree,Employed full time,Never married,96740,Suburban,Yes,Middle/Independent,White,"$80,000 - $89,999",No,Daily,Daily,Daily,Self/Spouse,8724547,
2018-04-09 04:12:49,2018-04-09 04:17:05,IP Address,73.209.192.201,100,255,True,2018-04-09 04:17:05,R_1ZwCOyumXcFLnYB,,,,,41.946594238281,-87.746597290039,anonymous,EN,Yes,25.711,27.502,43.06,2,40,34.221,37.223,42.944,3,30,33.906,36.326,41.046,3,45,22.515,29.236,61.254,4,90,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,4 year degree,Employed full time,Never married,60618,Urban,Yes,Middle/Independent,White,"$100,000 - $149,999",No,Daily,Daily,Daily,Self/Spouse,2893669,
2018-04-09 04:14:04,2018-04-09 04:18:21,IP Address,73.214.243.173,100,257,True,2018-04-09 04:18:22,R_1QaLJKA9K1ODDYd,,,,,40.335601806641,-79.55069732666,anonymous,EN,Yes,52.081,53.143,53.615,3,80,18.046,39.912,41.095,4,79,30.699,31.307,41.579,3,66,13.823,28.669,41.482,3,92,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Unemployed not looking for work,Married,12345,Suburban,Yes,Right/Republican,White,"$40,000 - $49,999",Yes,Daily,Daily,I am currently not working,Self/Spouse,5034353,
2018-04-09 04:11:58,2018-04-09 04:18:36,IP Address,65.185.74.22,100,397,True,2018-04-09 04:18:36,R_3HLZpmZPsWcoLok,,,,,41.135192871094,-81.325996398926,anonymous,EN,Yes,12.231,42.779,43.68,10,90,65.739,73.812,74.85,2,40,2.264,41.876,43.473,15,82,46.492,51.725,52.888,3,100,,,,,,,,,,,,,,,,,,,,,Male,55 - 64,Some college,Retired,Married,44260,Urban,Yes,Right/Republican,White,"$60,000 - $69,999",Yes,I do not have a mobile phone,Daily,Never,Self/Spouse,9287715,
2018-04-09 04:15:53,2018-04-09 04:19:50,IP Address,216.164.62.42,100,236,True,2018-04-09 04:19:50,R_2WtW7SmsNL3Daal,,,,,39.005996704102,-77.102500915527,anonymous,EN,Yes,21.513,34.01,44.265,2,80,25.4,38.419,41.618,3,50,6.051,6.051,41.414,1,70,8.923,8.923,40.838,1,80,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,Professional degree,Employed full time,Married,20814,Suburban,Yes,Middle/Independent,White,"More than $150,000",Yes,Daily,Daily,Daily,Self/Spouse,1215710,
2018-04-09 04:14:22,2018-04-09 04:20:06,IP Address,66.41.27.141,100,344,True,2018-04-09 04:20:07,R_1rPUuBAju8VLfl2,,,,,45.050598144531,-93.244598388672,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.775,73.642,74.734,3,70,1.131,54.92,56.098,3,60,0.954,60.941,62.364,2,30,1.069,62.468,66.19,2,50,Female,25 - 34,4 year degree,Employed full time,Married,55418,Suburban,Yes,Left/Democrat,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,6100936,
2018-04-09 04:15:29,2018-04-09 04:20:12,IP Address,72.10.212.194,100,282,True,2018-04-09 04:20:12,R_2bJmbwxsl6bcntp,,,,,43.337600708008,-74.953598022461,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,3.22,89.5,90.076,5,50,27.422,48.328,51.934,8,65,24.154,35.22,42.028,3,35,0.258,41.71,42.588,7,70,Male,18 - 24,Less than high school,Unemployed looking for work,Never married,13324,Rural,No,Left/Democrat,White,Rather not say,No,Monthly,Daily,I am currently not working,Parents,8977955,
2018-04-09 04:16:18,2018-04-09 04:20:20,IP Address,67.255.112.159,100,242,True,2018-04-09 04:20:21,R_2V9fTmz3A2Utp4U,,,,,42.362899780273,-77.353897094727,anonymous,EN,Yes,11.151,58.19,58.887,4,62,26.652,40.085,41.254,7,26,7.964,40.335,41.289,7,74,18.453,39.281,41.073,4,18,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Professional degree,Employed full time,Married,14810,Rural,Yes,Left/Democrat,White,"$80,000 - $89,999",No,Daily,Daily,Daily,Self/Spouse,4494950,
2018-04-09 04:12:25,2018-04-09 04:20:27,IP Address,108.213.140.246,100,482,True,2018-04-09 04:20:28,R_By6CaL4LbTajoaJ,,,,,29.868804931641,-95.53800201416,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,10.38,59.543,60.767,2,40,18.333,237.061,238.021,2,45,11.714,16.337,51.272,3,20,8.959,8.959,47.221,1,80,Male,45 - 54,Professional degree,Employed full time,Never married,77040,Suburban,No,Middle/Independent,White,"$30,000 - $39,999",No,Never,Daily,Daily,Self/Spouse,3634926,
2018-04-09 04:12:15,2018-04-09 04:20:37,IP Address,98.253.64.41,100,501,True,2018-04-09 04:20:38,R_3R2Yl27y3BNjFgn,,,,,41.578094482422,-87.32559967041,anonymous,EN,Yes,114.871,123.002,126.888,3,100,79.085,92.134,93.435,2,70,51.197,55.67,56.699,2,100,66.027,92.846,95.366,3,99,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,Professional degree,Employed part time,Divorced,46409,Urban,Yes,Left/Democrat,Black or African American,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,1311245,
2018-04-09 04:15:06,2018-04-09 04:21:00,IP Address,68.63.164.6,100,354,True,2018-04-09 04:21:00,R_1cZzECPtR91jI67,,,,,36.007507324219,-83.989601135254,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,3.06,81.905,82.482,4,64,1.564,39.329,43.153,6,67,0.701,25.004,52.816,4,56,1.117,3.723,54.819,3,66,Male,25 - 34,Some college,Employed full time,Never married,37912,Suburban,Yes,Right/Republican,White,"$30,000 - $39,999",No,Daily,Daily,Daily,Self/Spouse,9680551,
2018-04-09 04:16:00,2018-04-09 04:21:05,IP Address,74.109.219.133,100,305,True,2018-04-09 04:21:05,R_1E3WFCjvWRRQvC7,,,,,40.404998779297,-79.974098205566,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,4.031,5.691,124.902,5,69,6.109,6.713,41.932,3,76,0.375,0.837,50.47,3,66,0.541,41.297,42.127,2,85,Male,18 - 24,High school graduate,Unemployed looking for work,Never married,15211,Suburban,Yes,Middle/Independent,White,"Less than $10,000",No,Daily,Daily,Daily,Self/Spouse,9323470,
2018-04-09 04:14:39,2018-04-09 04:21:06,IP Address,41.218.248.12,100,386,True,2018-04-09 04:21:07,R_3FX632xXPIITbpE,,,,,5.5500030517578,-0.21670532226562,anonymous,EN,Yes,15.999,56.893,58.089,6,80,6.468,11.046,50.341,2,100,6.464,17.476,45.703,2,100,7.945,7.945,42.69,1,100,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,Some college,Employed part time,Never married,,Urban,Yes,Right/Republican,White,"$20,000 - $29,999",No,Daily,Daily,Daily,Self/Spouse,5767018,
2018-04-09 04:16:14,2018-04-09 04:21:08,IP Address,173.95.134.235,100,294,True,2018-04-09 04:21:08,R_3HOgjY4o6qLJrH0,,,,,35.976699829102,-78.554397583008,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,73.823,73.823,74.889,1,51,29.031,32.605,42.423,4,73,29.661,29.661,42.839,1,42,41.199,41.199,42.353,1,90,Male,45 - 54,4 year degree,Employed full time,Married,27587,Suburban,Yes,Left/Democrat,White,"$70,000 - $79,999",No,Daily,Daily,Daily,Self/Spouse,5594709,
2018-04-09 04:12:10,2018-04-09 04:21:14,IP Address,84.22.40.117,100,544,True,2018-04-09 04:21:14,R_3FVwg5RpapVJ99i,,,,,42.521697998047,21.125793457031,anonymous,EN,Yes,13.276,122.105,122.85,4,80,46.452,48.257,49.369,2,61,56.093,62.529,64.283,5,52,67.417,70.509,72.658,2,69,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,4 year degree,Employed full time,Married,97219,Urban,Yes,Middle/Independent,White,"$20,000 - $29,999",Yes,Daily,Daily,Weekly,Self/Spouse,3414533,
2018-04-09 04:15:20,2018-04-09 04:21:14,IP Address,172.245.183.181,100,354,True,2018-04-09 04:21:15,R_2Rah9OdWeHjxJPv,,,,,42.88639831543,-78.87809753418,anonymous,EN,Yes,3.223,39.721,41.855,7,89,33.333,34.467,81.716,3,87,20.033,20.033,43.654,1,83,25.02,25.06,44.396,2,87,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,90016,Suburban,Yes,Right/Republican,Black or African American,"$30,000 - $39,999",No,Weekly,Weekly,Weekly,Self/Spouse,865420,
2018-04-09 04:18:11,2018-04-09 04:22:28,IP Address,97.114.76.90,100,257,True,2018-04-09 04:22:28,R_24CRUWuBNSusX3G,,,,,47.759902954102,-117.43530273438,anonymous,EN,Yes,3.065,41.473,42.754,16,80,1.465,41.867,43.037,20,24,7.739,40.697,41.384,12,19,1.856,41.435,42.131,11,88,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Unemployed not looking for work,Never married,99217,Urban,Yes,Middle/Independent,White,"$30,000 - $39,999",Yes,Daily,Daily,I am currently not working,Self/Spouse,6880034,
2018-04-09 04:17:48,2018-04-09 04:22:56,IP Address,24.4.2.37,100,307,True,2018-04-09 04:22:56,R_2VwNl6zN29VXq6p,,,,,34.918197631836,-120.23220062256,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,35.79,35.79,41.915,1,40,63.352,63.352,66.29,1,40,43.896,43.896,45.338,1,20,60.861,60.861,62.641,1,81,Male,18 - 24,Less than high school,Unemployed looking for work,Never married,93454,Urban,No,Middle/Independent,White,"Less than $10,000",No,Daily,Daily,I am currently not working,Parents,2395728,
2018-04-09 04:14:30,2018-04-09 04:23:17,IP Address,173.239.202.197,100,527,True,2018-04-09 04:23:18,R_2BnetG4d82mIG7c,,,,,40.551605224609,-74.46369934082,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,5.489,47.001,49.538,3,21,5.288,135.469,137.039,5,22,1.628,58.363,60.769,4,51,2.506,62.589,64.388,6,68,Female,25 - 34,4 year degree,Employed part time,Married,18042,Suburban,Yes,Left/Democrat,Black or African American,"$90,000 - $99,999",Yes,Daily,Daily,Daily,Self/Spouse,6610920,
2018-04-09 04:17:36,2018-04-09 04:23:29,IP Address,72.9.26.51,100,352,True,2018-04-09 04:23:30,R_265elz9pPkeitCf,,,,,41.095092773438,-76.261901855469,anonymous,EN,Yes,42.055,54.679,61.926,2,65,20.39,49.094,52.003,3,40,50.009,52.777,55.628,2,40,50.635,62.92,67.821,4,80,,,,,,,,,,,,,,,,,,,,,Female,55 - 64,4 year degree,Employed full time,Married,17815,Suburban,Yes,Middle/Independent,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,9760726,
2018-04-09 04:18:58,2018-04-09 04:23:30,IP Address,134.82.110.147,100,272,True,2018-04-09 04:23:31,R_3hEAS6MU9yIXrq6,,,,,40.981201171875,-76.958702087402,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,20.456,35.666,51.501,7,63,18.569,18.569,54.163,1,82,22.654,23.568,42.001,2,66,24.979,41.595,42.021,6,84,Female,18 - 24,High school graduate,Student,Never married,17837,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",No,Daily,Daily,Daily,School,5505832,
2018-04-09 04:18:12,2018-04-09 04:23:38,IP Address,99.90.217.36,100,326,True,2018-04-09 04:23:39,R_1oGYk8pr7k6tGvz,,,,,40.602905273438,-85.618202209473,anonymous,EN,Yes,1.917,48.289,53.272,4,62,1.34,53.012,56.868,6,41,17.129,34.171,46.465,3,31,25.446,26.908,46.541,2,71,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,High school graduate,Employed full time,Never married,33068,Suburban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Daily,Daily,Daily,Parents,6430042,
2018-04-09 04:17:49,2018-04-09 04:24:13,IP Address,99.66.16.161,100,384,True,2018-04-09 04:24:14,R_9Wt0JDwhciaZFYZ,,,,,26.272003173828,-80.258003234863,anonymous,EN,Yes,24.337,24.337,115.593,1,66,21.143,21.143,50.685,1,76,7.83,7.83,61.616,1,10,8.033,13.217,71.914,2,90,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,4 year degree,Employed full time,Married,33067,Suburban,Yes,Left/Democrat,White,"$100,000 - $149,999",Yes,Daily,Daily,Daily,Self/Spouse,9081051,
2018-04-09 04:20:06,2018-04-09 04:24:41,IP Address,74.130.0.138,100,275,True,2018-04-09 04:24:42,R_2doGQbKpocPp8OQ,,,,,38.281295776367,-85.840103149414,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,44.743,44.743,45.858,1,75,57.505,57.505,58.834,1,75,34.767,40.738,42.057,2,85,32.517,37.219,41.57,3,90,Female,35 - 44,Some college,Employed full time,Married,47150,Suburban,Yes,Left/Democrat,White,"$60,000 - $69,999",No,Daily,Daily,Daily,Self/Spouse,5904284,
